name,value,year,lastValue,rank
Al Jouf Cement Company,7.690883,2017,7.690883,0
Northern Region Cement Co.,10.250562,2017,10.250562,0
BURUJ Cooperative Insurance Company,26.083453,2017,26.083453,0
Al-Babtain Power & Telecommunication Co.,27.788795,2017,27.788795,0
AlAbdullatif Industrial Investment Co.,13.851405,2017,13.851405,0
Abdullah Al Othaim Markets Company,56.206666,2017,56.206666,0
Middle East Specialized Cables Co.,11.756706,2017,11.756706,0
Fawaz Abdulaziz Alhokair Company.,36.258024,2017,36.258024,0
Halwani Bros,50.789598,2017,50.789598,0
Dar Al-Arkan Real Estate Development Company,7.007108,2017,7.007108,0
National Petrochemical Co.,18.496666,2017,18.496666,0
Jabal Omar Development Company,66.697068,2017,66.697068,0
Al Sagr Cooperative Insurance Co.,19.508674,2017,19.508674,0
Basic Chemical Industries Co.,22.302208,2017,22.302208,0
Malath Cooperative Insurance Company,13.48257,2017,13.48257,0
Solidarity Saudi Takaful Co.,18.99273,2017,18.99273,0
Saudi Printing and Packaging Company,18.406265,2017,18.406265,0
Advanced Petrochemical Co.,45.200923,2017,45.200923,0
Al-Etihad Cooperative Insurance Co.,19.023253,2017,19.023253,0
Allianz Saudi Fransi Cooperative Insurance Company,37.61024,2017,37.61024,0
Walaa Cooperative Insurance Company,25.506626,2017,25.506626,0
Al Ahlia for Cooperative Insurance Co.,11.670682,2017,11.670682,0
The Mediterranean and Gulf Insurance and Reinsurance Co.,35.059632,2017,35.059632,0
Saudi Indian Company for Cooperative Insurance,27.829878,2017,27.829878,0
SABB Takaful ,26.802369,2017,26.802369,0
Saudi Arabian Cooperative Insurance Company,16.885742,2017,16.885742,0
Najran Cement Company,10.003012,2017,10.003012,0
Saudi Vitrified Clay Pipes Co.,52.988955,2017,52.988955,0
City Cement Co.,11.676104,2017,11.676104,0
Gulf Union Cooperative Insurance Company,17.79004,2017,17.79004,0
Mobile Telecommunications Company Saudi Arabia ,8.519799,2017,8.519799,0
Al Sorayai Trading And Industrial Group Company,15.361572,2017,15.361572,0
Astra Industrial Group,16.164658,2017,16.164658,0
Al Khaleej Training and Education Company,16.573734,2017,16.573734,0
Herfy Food Services Co.,53.35502,2017,53.35502,0
Saudi Re for Cooperative Reinsurance Co.,8.67514,2017,8.67514,0
Dallah Healthcare Company,81.105421,2017,81.105421,0
Arabia Insurance Cooperative Company,14.843855,2017,14.843855,0
Etihad Atheeb Telecommunication  Company,10.738547,2017,10.738547,0
ALAHLI TAKAFUL COMPANY,36.463253,2017,36.463253,0
AXA Cooperative Insurance Co.,20.576666,2017,20.576666,0
Mouwasat Medical Services Company.,75.458554,2017,75.458554,0
Chubb Arabia Cooperative Insurance  Company,23.607791,2017,23.607791,0
Saudi Steel Pipe Company,16.72755,2017,16.72755,0
Gulf General Cooperative Insurance Co.,16.990883,2017,16.990883,0
Al-Hassan Ghazi Ibrahim Shaker ,13.66502,2017,13.66502,0
Wataniya Insurance Company,28.828795,2017,28.828795,0
Amana Cooperative Insurance Co.,16.144939,2017,16.144939,0
Saudi Airlines Catering Company,86.784658,2017,86.784658,0
United Electronics Co.,30.398795,2017,30.398795,0
Abdullah A. M. Al-Khodari Sons Company,10.562128,2017,10.562128,0
Saudi Enaya Cooperative insurance Company,19.246546,2017,19.246546,0
Bawan Company,18.409558,2017,18.409558,0
Takween Advanced Industries,11.55771,2017,11.55771,0
Alinma Tokio Marine Co.,24.725708,2017,24.725708,0
National Medical Care Co.,46.776867,2017,46.776867,0
MetLife AIG ANB Cooperative Insurance Company.,39.645823,2017,39.645823,0
Saudi Marketing Company,28.056586,2017,28.056586,0
Aljazira Takaful Taawuni Company,28.496425,2017,28.496425,0
Umm Al-Qura Cement Company,17.974176,2017,17.974176,0
Abdulmohsen Alhokair group for Tourism and Development Co.,30.402248,2017,30.402248,0
The National Commercial Bank ,30.621365,2017,30.621365,0
Saudi Ground Services Co.,46.266345,2017,46.266345,0
Al Hammadi Company for Development and Investment,37.51257,2017,37.51257,0
Middle East Paper Co.,17.036144,2017,17.036144,0
Electrical Industries Company,21.784457,2017,21.784457,0
Alandalus Property Company,20.433092,2017,20.433092,0
Saudi Company for Hardware,67.318152,2017,67.318152,0
Middle East Healthcare Co.,67.961686,2017,67.961686,0
 L?Azurde For Jewelry Co.,22.195742,2017,22.195742,0
Al Yamamah Steel Industries Co.,26.132008,2017,26.132008,0
Riyad REIT,11.876987,2017,11.876987,0
AlJazira Mawten REIT,19.343425,2017,19.343425,0
 Jadwa REIT AlHaramain fund ,11.756787,2017,11.756787,0
Taleem REIT,13.087342,2017,13.087342,0
Zahrat Al Waha For Trading Company,50.540133,2017,50.540133,0
AlMa'athar REIT,10.13659,2017,10.13659,0
Musharaka REIT,9.732575,2017,9.732575,0
Mulkia - Gulf Real Estate REIT Fund,9.118536,2017,9.118536,0
Al Yamamah Steel Industries Co.,30.129194,2016,30.129194,0
Riyad REIT,11.43,2016,11.43,0
 L?Azurde For Jewelry Co.,24.292396,2016,24.292396,0
Middle East Healthcare Co.,65.152834,2016,65.152834,0
Saudi Company for Hardware,54.087269,2016,54.087269,0
Alandalus Property Company,19.152396,2016,19.152396,0
Electrical Industries Company,23.38755,2016,23.38755,0
Middle East Paper Co.,17.628955,2016,17.628955,0
Al Hammadi Company for Development and Investment,38.476385,2016,38.476385,0
Saudi Ground Services Co.,46.66016,2016,46.66016,0
Abdulmohsen Alhokair group for Tourism and Development Co.,39.037108,2016,39.037108,0
The National Commercial Bank ,26.656024,2016,26.656024,0
Umm Al-Qura Cement Company,20.566144,2016,20.566144,0
Saudi Marketing Company,34.727389,2016,34.727389,0
MetLife AIG ANB Cooperative Insurance Company.,48.804056,2016,48.804056,0
Aljazira Takaful Taawuni Company,28.301004,2016,28.301004,0
National Medical Care Co.,58.395261,2016,58.395261,0
Alinma Tokio Marine Co.,27.540562,2016,27.540562,0
Takween Advanced Industries,15.438955,2016,15.438955,0
Bawan Company,19.790923,2016,19.790923,0
Saudi Enaya Cooperative insurance Company,21.353172,2016,21.353172,0
Abdullah A. M. Al-Khodari Sons Company,10.607831,2016,10.607831,0
United Electronics Co.,17.970722,2016,17.970722,0
Saudi Airlines Catering Company,96.169076,2016,96.169076,0
Amana Cooperative Insurance Co.,15.068313,2016,15.068313,0
Wataniya Insurance Company,26.928112,2016,26.928112,0
Al-Hassan Ghazi Ibrahim Shaker ,20.578875,2016,20.578875,0
Gulf General Cooperative Insurance Co.,14.827791,2016,14.827791,0
Saudi Steel Pipe Company,17.181566,2016,17.181566,0
Chubb Arabia Cooperative Insurance  Company,19.506265,2016,19.506265,0
Mouwasat Medical Services Company.,62.824859,2016,62.824859,0
AXA Cooperative Insurance Co.,14.572409,2016,14.572409,0
ALAHLI TAKAFUL COMPANY,36.143654,2016,36.143654,0
Etihad Atheeb Telecommunication  Company,12.581382,2016,12.581382,0
Arabia Insurance Cooperative Company,11.404016,2016,11.404016,0
Dallah Healthcare Company,63.101405,2016,63.101405,0
Saudi Re for Cooperative Reinsurance Co.,7.397068,2016,7.397068,0
Herfy Food Services Co.,52.48024,2016,52.48024,0
Al Khaleej Training and Education Company,20.207469,2016,20.207469,0
Astra Industrial Group,15.588514,2016,15.588514,0
Al Sorayai Trading And Industrial Group Company,17.429317,2016,17.429317,0
Gulf Union Cooperative Insurance Company,15.272409,2016,15.272409,0
Mobile Telecommunications Company Saudi Arabia ,7.57085,2016,7.57085,0
City Cement Co.,13.658473,2016,13.658473,0
Saudi Vitrified Clay Pipes Co.,79.161044,2016,79.161044,0
Najran Cement Company,12.339879,2016,12.339879,0
Saudi Arabian Cooperative Insurance Company,13.075645,2016,13.075645,0
SABB Takaful ,24.24759,2016,24.24759,0
Saudi Indian Company for Cooperative Insurance,23.986907,2016,23.986907,0
The Mediterranean and Gulf Insurance and Reinsurance Co.,40.724337,2016,40.724337,0
Al Ahlia for Cooperative Insurance Co.,12.961285,2016,12.961285,0
Walaa Cooperative Insurance Company,12.231606,2016,12.231606,0
Allianz Saudi Fransi Cooperative Insurance Company,32.32763,2016,32.32763,0
Al-Etihad Cooperative Insurance Co.,13.754819,2016,13.754819,0
Advanced Petrochemical Co.,37.208995,2016,37.208995,0
Saudi Printing and Packaging Company,18.469277,2016,18.469277,0
Solidarity Saudi Takaful Co.,18.299838,2016,18.299838,0
Malath Cooperative Insurance Company,19.950843,2016,19.950843,0
Basic Chemical Industries Co.,26.389236,2016,26.389236,0
Al Sagr Cooperative Insurance Co.,20.884176,2016,20.884176,0
Jabal Omar Development Company,59.501566,2016,59.501566,0
National Petrochemical Co.,16.432811,2016,16.432811,0
Dar Al-Arkan Real Estate Development Company,5.480883,2016,5.480883,0
Halwani Bros,59.382771,2016,59.382771,0
Fawaz Abdulaziz Alhokair Company.,40.334096,2016,40.334096,0
Middle East Specialized Cables Co.,10.930653,2016,10.930653,0
Abdullah Al Othaim Markets Company,44.683815,2016,44.683815,0
AlAbdullatif Industrial Investment Co.,16.968634,2016,16.968634,0
Al-Babtain Power & Telecommunication Co.,25.774096,2016,25.774096,0
BURUJ Cooperative Insurance Company,15.023734,2016,15.023734,0
Northern Region Cement Co.,12.082088,2016,12.082088,0
Al Jouf Cement Company,7.813293,2016,7.813293,0
Al Tayyar Travel Group Holding Co.,37.194859,2016,37.194859,0
Arabian Shield Cooperative Insurance Company,15.685702,2016,15.685702,0
Bupa Arabia for Cooperative Insurance ,82.341606,2016,82.341606,0
Allied Cooperative Insurance Group,14.271084,2016,14.271084,0
 Al Alamiya Cooperative Insurance Company,28.203975,2016,28.203975,0
Al Rajhi Company for Cooperative Insurance,23.015582,2016,23.015582,0
Knowledge Economic City,13.833734,2016,13.833734,0
Kingdom Holding Company,11.48016,2016,11.48016,0
United Wire Factories Company,21.864377,2016,21.864377,0
United International Transportation Company Ltd.,27.079116,2016,27.079116,0
Hail Cement Co.,11.968915,2016,11.968915,0
Saudi Arabian Mining Company,34.771204,2016,34.771204,0
Red Sea International Company,24.564016,2016,24.564016,0
Emaar The Economic City,13.971927,2016,13.971927,0
Alinma Bank,13.328795,2016,13.328795,0
United Cooperative Assurance Co.,13.66269,2016,13.66269,0
Salama Cooperative Insurance Co.,11.7802,2016,11.7802,0
Saudi Paper Manufacturing Co.,21.617016,2016,21.617016,0
Rabigh Refining and Petrochemical Company,10.783855,2016,10.783855,0
Methanol Chemicals Company,6.346867,2016,6.346867,0
Saudi Kayan Petrochemical Company,6.39024,2016,6.39024,0
Saudi International Petrochemical Co.,13.670361,2016,13.670361,0
Saudi Research and Marketing Group,36.920401,2016,36.920401,0
Aldrees Petroleum & Transport Services Co.,23.187991,2016,23.187991,0
Tihama Advertising & Public Relations Co.,66.682709,2016,66.682709,0
National Agriculture Marketing Co.,30.760682,2016,30.760682,0
Taiba Holding Co.,34.441566,2016,34.441566,0
Tourism Enterprise Co.,32.415983,2016,32.415983,0
The National Shipping Company of Saudi Arabia,39.160803,2016,39.160803,0
Anaam International Holding Group Co.,17.019076,2016,17.019076,0
Saudi Industrial Export Co.,75.298433,2016,75.298433,0
Saudi Automotive Services Co.,13.798072,2016,13.798072,0
Saudi Real Estate Co.,9.775783,2016,9.775783,0
Saudi Public Transport Co.,12.806827,2016,12.806827,0
BATIC Investment and Logistics Co.,32.950642,2016,32.950642,0
Makkah Construction and Development Co.,86.596345,2016,86.596345,0
Jarir Marketing Co.,85.023654,2016,85.023654,0
Dur Hospitality Company,21.934497,2016,21.934497,0
Fitaihi Holding Group,13.693172,2016,13.693172,0
"Aseer Trading, Tourism & Manufacturing Co",17.826305,2016,17.826305,0
Arriyadh Development Co.,19.381244,2016,19.381244,0
Zamil Industrial Investment Co.,27.177349,2016,27.177349,0
Yanbu National Petrochemical Co.,41.135943,2016,41.135943,0
Saudi Industrial Services Co.,11.118514,2016,11.118514,0
Saudi Industrial Investment Group,13.551566,2016,13.551566,0
Savola Group,37.049277,2016,37.049277,0
Saudi Industrial Development Co.,9.708353,2016,9.708353,0
Saudi Chemical Company,42.12024,2016,42.12024,0
Saudi Advanced Industries Co.,10.371526,2016,10.371526,0
Saudi Arabia Refineries Co.,32.771566,2016,32.771566,0
Sahara Petrochemical Co.,10.319558,2016,10.319558,0
Saudi Arabia Fertilizers Co.,66.4802,2016,66.4802,0
Saudia Dairy and Foodstuff Co.,132.21012,2016,132.21012,0
Saudi Basic Industries Corp.,80.672008,2016,80.672008,0
Arabian Pipes Company,12.418714,2016,12.418714,0
Saudi Pharmaceutical Indust.& Med. Appliances Corp,33.282208,2016,33.282208,0
Nama Chemicals Co.,32.608064,2016,32.608064,0
National Metal Manufacturing and Casting Co.,23.190481,2016,23.190481,0
National Industrialization Co. - NIC ,12.310843,2016,12.310843,0
National Gypsum Company,12.626546,2016,12.626546,0
The National Company For Glass Industries,19.624779,2016,19.624779,0
Wafrah for Industry & Development Co.,23.302008,2016,23.302008,0
National Gas & Industrialization Co.,24.804056,2016,24.804056,0
Filling and Packing Materials Manufacturing Co.,35.630923,2016,35.630923,0
Saudi Ceramic Co.,29.278433,2016,29.278433,0
Saudi Cable Company,43.167975,2016,43.167975,0
Alujain Corporation,14.067871,2016,14.067871,0
Saudi Arabian Amiantit Co.,7.740361,2016,7.740361,0
Almarai Company,44.478995,2016,44.478995,0
Yanbu Cement Co.,39.975461,2016,39.975461,0
Al Ahsa Development Co.,11.709879,2016,11.709879,0
Yamama Cement Company,24.523815,2016,24.523815,0
Tabuk Cement Co.,13.70506,2016,13.70506,0
Southern Province Cement Co.,71.129959,2016,71.129959,0
Saudi Cement Company,60.249357,2016,60.249357,0
The Qassim Cement Company,60.957871,2016,60.957871,0
Eastern Province Cement Co.,29.628473,2016,29.628473,0
Arabian Cement Co.,45.599718,2016,45.599718,0
The Saudi Investment Bank,11.996305,2016,11.996305,0
Alawwal Bank,11.829879,2016,11.829879,0
Banque Saudi Fransi,23.76261,2016,23.76261,0
Samba Financial Group,20.450441,2016,20.450441,0
The Saudi British Bank,20.965381,2016,20.965381,0
Riyad Bank,10.911124,2016,10.911124,0
Bank Aljazira,8.956465,2016,8.956465,0
Arab National Bank,18.93261,2016,18.93261,0
Bank Albilad,18.270522,2016,18.270522,0
Al Rajhi Bank,56.326385,2016,56.326385,0
Jazan Energy and Development Co.,11.326666,2016,11.326666,0
Al-Jouf Agricultural Development Co.,27.87751,2016,27.87751,0
Ash-Sharqiyah Development Co.,37.829678,2016,37.829678,0
Saudi Fisheries Co.,67.165381,2016,67.165381,0
Tabuk Agricultural Development Co.,10.976104,2016,10.976104,0
AL Gassim Investment Holding Co.,16.117228,2016,16.117228,0
National Agricultural Development Co.,20.648273,2016,20.648273,0
The Company for Cooperative Insurance,68.462008,2016,68.462008,0
Saudi Electricity Company,17.449437,2016,17.449437,0
Saudi Telecom,63.07512,2016,63.07512,0
Etihad Etisalat Co.,24.914534,2016,24.914534,0
Etihad Etisalat Co.,33.633062,2015,33.633062,0
Saudi Telecom,65.967888,2015,65.967888,0
Saudi Electricity Company,17.251075,2015,17.251075,0
The Company for Cooperative Insurance,67.984302,2015,67.984302,0
National Agricultural Development Co.,29.953346,2015,29.953346,0
AL Gassim Investment Holding Co.,23.54745,2015,23.54745,0
Tabuk Agricultural Development Co.,16.38745,2015,16.38745,0
Saudi Fisheries Co.,118.431792,2015,118.431792,0
Ash-Sharqiyah Development Co.,72.891274,2015,72.891274,0
Al-Jouf Agricultural Development Co.,43.141513,2015,43.141513,0
Jazan Energy and Development Co.,14.60992,2015,14.60992,0
Al Rajhi Bank,58.46498,2015,58.46498,0
Bank Albilad,27.312988,2015,27.312988,0
Arab National Bank,31.066494,2015,31.066494,0
Bank Aljazira,17.808286,2015,17.808286,0
Riyad Bank,15.770039,2015,15.770039,0
The Saudi British Bank,32.452988,2015,32.452988,0
Samba Financial Group,25.836135,2015,25.836135,0
Banque Saudi Fransi,33.126932,2015,33.126932,0
Alawwal Bank,19.381832,2015,19.381832,0
The Saudi Investment Bank,19.70749,2015,19.70749,0
Arabian Cement Co.,68.191513,2015,68.191513,0
Eastern Province Cement Co.,45.760916,2015,45.760916,0
The Qassim Cement Company,88.310996,2015,88.310996,0
Saudi Cement Company,85.184302,2015,85.184302,0
Southern Province Cement Co.,92.062908,2015,92.062908,0
Tabuk Cement Co.,22.656733,2015,22.656733,0
Yamama Cement Company,43.776494,2015,43.776494,0
Al Ahsa Development Co.,14.285341,2015,14.285341,0
Yanbu Cement Co.,60.240039,2015,60.240039,0
Almarai Company,51.539641,2015,51.539641,0
Saudi Arabian Amiantit Co.,12.264143,2015,12.264143,0
Alujain Corporation,19.894223,2015,19.894223,0
Saudi Cable Company,60.851761,2015,60.851761,0
Saudi Ceramic Co.,60.44486,2015,60.44486,0
Filling and Packing Materials Manufacturing Co.,45.836733,2015,45.836733,0
National Gas & Industrialization Co.,29.342788,2015,29.342788,0
Wafrah for Industry & Development Co.,33.584223,2015,33.584223,0
The National Company For Glass Industries,36.150358,2015,36.150358,0
National Gypsum Company,23.271314,2015,23.271314,0
National Industrialization Co. - NIC ,19.624701,2015,19.624701,0
National Metal Manufacturing and Casting Co.,32.293306,2015,32.293306,0
Nama Chemicals Co.,56.81976,2015,56.81976,0
Saudi Pharmaceutical Indust.& Med. Appliances Corp,40.36988,2015,40.36988,0
Arabian Pipes Company,18.421274,2015,18.421274,0
Saudi Basic Industries Corp.,89.902629,2015,89.902629,0
Saudia Dairy and Foodstuff Co.,130.700398,2015,130.700398,0
Saudi Arabia Fertilizers Co.,107.810119,2015,107.810119,0
Sahara Petrochemical Co.,14.181035,2015,14.181035,0
Saudi Arabia Refineries Co.,53.634701,2015,53.634701,0
Saudi Advanced Industries Co.,16.957689,2015,16.957689,0
Saudi Chemical Company,66.506374,2015,66.506374,0
Saudi Industrial Development Co.,15.785219,2015,15.785219,0
Savola Group,67.483745,2015,67.483745,0
Saudi Industrial Investment Group,23.001832,2015,23.001832,0
Saudi Industrial Services Co.,14.411115,2015,14.411115,0
Yanbu National Petrochemical Co.,47.265139,2015,47.265139,0
Zamil Industrial Investment Co.,51.020278,2015,51.020278,0
Arriyadh Development Co.,20.875776,2015,20.875776,0
"Aseer Trading, Tourism & Manufacturing Co",25.41239,2015,25.41239,0
Fitaihi Holding Group,21.742749,2015,21.742749,0
Dur Hospitality Company,32.585816,2015,32.585816,0
Jarir Marketing Co.,149.198844,2015,149.198844,0
Makkah Construction and Development Co.,88.72749,2015,88.72749,0
BATIC Investment and Logistics Co.,34.443187,2015,34.443187,0
Saudi Public Transport Co.,24.416533,2015,24.416533,0
Saudi Real Estate Co.,15.977171,2015,15.977171,0
Saudi Automotive Services Co.,22.269203,2015,22.269203,0
Saudi Industrial Export Co.,94.332749,2015,94.332749,0
Anaam International Holding Group Co.,26.76227,2015,26.76227,0
The National Shipping Company of Saudi Arabia,43.768247,2015,43.768247,0
Tourism Enterprise Co.,42.390039,2015,42.390039,0
Taiba Holding Co.,40.323864,2015,40.323864,0
National Agriculture Marketing Co.,64.134023,2015,64.134023,0
Tihama Advertising & Public Relations Co.,141.767649,2015,141.767649,0
Aldrees Petroleum & Transport Services Co.,38.029561,2015,38.029561,0
Saudi Research and Marketing Group,20.92767,2015,20.92767,0
Saudi International Petrochemical Co.,25.910717,2015,25.910717,0
Saudi Kayan Petrochemical Company,10.402908,2015,10.402908,0
Methanol Chemicals Company,11.539482,2015,11.539482,0
Rabigh Refining and Petrochemical Company,19.60112,2015,19.60112,0
Saudi Paper Manufacturing Co.,41.447791,2015,41.447791,0
Salama Cooperative Insurance Co.,15.441713,2015,15.441713,0
United Cooperative Assurance Co.,17.703466,2015,17.703466,0
Alinma Bank,20.282629,2015,20.282629,0
Emaar The Economic City,13.226454,2015,13.226454,0
Red Sea International Company,33.991434,2015,33.991434,0
Saudi Arabian Mining Company,37.571115,2015,37.571115,0
Hail Cement Co.,20.300796,2015,20.300796,0
United International Transportation Company Ltd.,38.893625,2015,38.893625,0
United Wire Factories Company,31.030717,2015,31.030717,0
Kingdom Holding Company,19.350438,2015,19.350438,0
Knowledge Economic City,21.674063,2015,21.674063,0
Al Rajhi Company for Cooperative Insurance,26.450239,2015,26.450239,0
 Al Alamiya Cooperative Insurance Company,63.626414,2015,63.626414,0
Allied Cooperative Insurance Group,25.429721,2015,25.429721,0
Bupa Arabia for Cooperative Insurance ,72.155099,2015,72.155099,0
Arabian Shield Cooperative Insurance Company,23.522948,2015,23.522948,0
Al Tayyar Travel Group Holding Co.,91.105617,2015,91.105617,0
Al Jouf Cement Company,13.007968,2015,13.007968,0
Northern Region Cement Co.,20.073426,2015,20.073426,0
BURUJ Cooperative Insurance Company,21.076573,2015,21.076573,0
Al-Babtain Power & Telecommunication Co.,39.508286,2015,39.508286,0
AlAbdullatif Industrial Investment Co.,36.16749,2015,36.16749,0
Abdullah Al Othaim Markets Company,50.810079,2015,50.810079,0
Middle East Specialized Cables Co.,20.970637,2015,20.970637,0
Fawaz Abdulaziz Alhokair Company.,90.536852,2015,90.536852,0
Halwani Bros,81.734143,2015,81.734143,0
Dar Al-Arkan Real Estate Development Company,8.175657,2015,8.175657,0
National Petrochemical Co.,23.545657,2015,23.545657,0
Jabal Omar Development Company,67.382549,2015,67.382549,0
Al Sagr Cooperative Insurance Co.,18.172509,2015,18.172509,0
Basic Chemical Industries Co.,30.806613,2015,30.806613,0
Malath Cooperative Insurance Company,43.893545,2015,43.893545,0
Solidarity Saudi Takaful Co.,31.306175,2015,31.306175,0
Saudi Printing and Packaging Company,19.482629,2015,19.482629,0
Advanced Petrochemical Co.,40.903585,2015,40.903585,0
Al-Etihad Cooperative Insurance Co.,32.01745,2015,32.01745,0
Allianz Saudi Fransi Cooperative Insurance Company,46.049163,2015,46.049163,0
Walaa Cooperative Insurance Company,13.683147,2015,13.683147,0
Al Ahlia for Cooperative Insurance Co.,25.598964,2015,25.598964,0
The Mediterranean and Gulf Insurance and Reinsurance Co.,83.727091,2015,83.727091,0
Saudi Indian Company for Cooperative Insurance,30.86745,2015,30.86745,0
SABB Takaful ,38.548605,2015,38.548605,0
Saudi Arabian Cooperative Insurance Company,17.950557,2015,17.950557,0
Najran Cement Company,24.098446,2015,24.098446,0
Saudi Vitrified Clay Pipes Co.,93.778924,2015,93.778924,0
City Cement Co.,21.127609,2015,21.127609,0
Mobile Telecommunications Company Saudi Arabia ,10.80494,2015,10.80494,0
Gulf Union Cooperative Insurance Company,24.205577,2015,24.205577,0
Al Sorayai Trading And Industrial Group Company,29.039721,2015,29.039721,0
Astra Industrial Group,28.289203,2015,28.289203,0
Al Khaleej Training and Education Company,44.650119,2015,44.650119,0
Herfy Food Services Co.,78.266613,2015,78.266613,0
Dallah Healthcare Company,75.211593,2015,75.211593,0
Saudi Re for Cooperative Reinsurance Co.,11.823346,2015,11.823346,0
Arabia Insurance Cooperative Company,18.598605,2015,18.598605,0
Etihad Atheeb Telecommunication  Company,21.407968,2015,21.407968,0
ALAHLI TAKAFUL COMPANY,55.507928,2015,55.507928,0
AXA Cooperative Insurance Co.,20.988685,2015,20.988685,0
Mouwasat Medical Services Company.,65.146015,2015,65.146015,0
Chubb Arabia Cooperative Insurance  Company,31.791354,2015,31.791354,0
Saudi Steel Pipe Company,26.396892,2015,26.396892,0
Gulf General Cooperative Insurance Co.,25.920517,2015,25.920517,0
Al-Hassan Ghazi Ibrahim Shaker ,37.959641,2015,37.959641,0
Wataniya Insurance Company,48.111354,2015,48.111354,0
Amana Cooperative Insurance Co.,21.420199,2015,21.420199,0
Saudi Airlines Catering Company,155.93516,2015,155.93516,0
United Electronics Co.,47.915617,2015,47.915617,0
Abdullah A. M. Al-Khodari Sons Company,24.526852,2015,24.526852,0
Saudi Enaya Cooperative insurance Company,50.905776,2015,50.905776,0
Bawan Company,36.438446,2015,36.438446,0
Takween Advanced Industries,40.488207,2015,40.488207,0
Alinma Tokio Marine Co.,38.91231,2015,38.91231,0
National Medical Care Co.,60.133904,2015,60.133904,0
MetLife AIG ANB Cooperative Insurance Company.,61.947968,2015,61.947968,0
Aljazira Takaful Taawuni Company,47.846892,2015,47.846892,0
Saudi Marketing Company,56.281752,2015,56.281752,0
Umm Al-Qura Cement Company,36.483306,2015,36.483306,0
The National Commercial Bank ,40.17996,2015,40.17996,0
Abdulmohsen Alhokair group for Tourism and Development Co.,77.090278,2015,77.090278,0
Saudi Ground Services Co.,60.980393,2015,60.980393,0
Al Hammadi Company for Development and Investment,56.29496,2015,56.29496,0
Electrical Industries Company,50.819402,2015,50.819402,0
Middle East Paper Co.,33.806927,2015,33.806927,0
Saudi Company for Hardware,74.100691,2015,74.100691,0
Electrical Industries Company,61.476842,2014,61.476842,0
Al Hammadi Company for Development and Investment,53.950277,2014,53.950277,0
The National Commercial Bank ,39.022222,2014,39.022222,0
Umm Al-Qura Cement Company,40.333955,2014,40.333955,0
Abdulmohsen Alhokair group for Tourism and Development Co.,81.778387,2014,81.778387,0
Saudi Marketing Company,61.215183,2014,61.215183,0
Aljazira Takaful Taawuni Company,65.62776,2014,65.62776,0
MetLife AIG ANB Cooperative Insurance Company.,78.97592,2014,78.97592,0
Alinma Tokio Marine Co.,54.46296,2014,54.46296,0
National Medical Care Co.,66.92268,2014,66.92268,0
Takween Advanced Industries,34.86296,2014,34.86296,0
Bawan Company,56.42332,2014,56.42332,0
Saudi Enaya Cooperative insurance Company,83.5208,2014,83.5208,0
Abdullah A. M. Al-Khodari Sons Company,43.77308,2014,43.77308,0
Saudi Airlines Catering Company,173.12548,2014,173.12548,0
United Electronics Co.,66.0016,2014,66.0016,0
Amana Cooperative Insurance Co.,53.151497,2014,53.151497,0
Wataniya Insurance Company,54.26252,2014,54.26252,0
Al-Hassan Ghazi Ibrahim Shaker ,43.86928,2014,43.86928,0
Gulf General Cooperative Insurance Co.,42.31296,2014,42.31296,0
Saudi Steel Pipe Company,35.2748,2014,35.2748,0
Chubb Arabia Cooperative Insurance  Company,33.32364,2014,33.32364,0
Mouwasat Medical Services Company.,53.1746,2014,53.1746,0
Weqaya Takaful insurance and reinsurance Company,26.938375,2014,26.938375,0
ALAHLI TAKAFUL COMPANY,57.43556,2014,57.43556,0
Etihad Atheeb Telecommunication  Company,42.69514,2014,42.69514,0
AXA Cooperative Insurance Co.,26.11512,2014,26.11512,0
Arabia Insurance Cooperative Company,24.21948,2014,24.21948,0
Saudi Re for Cooperative Reinsurance Co.,14.90036,2014,14.90036,0
Dallah Healthcare Company,65.87052,2014,65.87052,0
Herfy Food Services Co.,70.10276,2014,70.10276,0
Al Khaleej Training and Education Company,45.97312,2014,45.97312,0
Astra Industrial Group,49.38104,2014,49.38104,0
Al Sorayai Trading And Industrial Group Company,38.02092,2014,38.02092,0
Gulf Union Cooperative Insurance Company,38.49812,2014,38.49812,0
Mobile Telecommunications Company Saudi Arabia ,17.971686,2014,17.971686,0
City Cement Co.,26.302,2014,26.302,0
Saudi Vitrified Clay Pipes Co.,94.32484,2014,94.32484,0
Najran Cement Company,29.26388,2014,29.26388,0
Saudi Arabian Cooperative Insurance Company,22.2124,2014,22.2124,0
SABB Takaful ,40.87548,2014,40.87548,0
Saudi Indian Company for Cooperative Insurance,63.807046,2014,63.807046,0
The Mediterranean and Gulf Insurance and Reinsurance Co.,82.75032,2014,82.75032,0
Al Ahlia for Cooperative Insurance Co.,45.72384,2014,45.72384,0
Walaa Cooperative Insurance Company,20.59244,2014,20.59244,0
Sanad Cooperative Insurance Company,18.134327,2014,18.134327,0
Allianz Saudi Fransi Cooperative Insurance Company,59.28896,2014,59.28896,0
Al-Etihad Cooperative Insurance Co.,31.66568,2014,31.66568,0
Advanced Petrochemical Co.,39.4816,2014,39.4816,0
Saudi Printing and Packaging Company,25.0744,2014,25.0744,0
Malath Cooperative Insurance Company,37.46844,2014,37.46844,0
Solidarity Saudi Takaful Co.,51.74268,2014,51.74268,0
